congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
115,house,G000585,Gomez,CA,34,D,57,0.175438596491228,0.16689769,-72.9
116,house,G000585,Gomez,CA,34,D,73,0.0410958904109589,0.03652847,-72.9
0,house,G000586,García,IL,4,Democrat,73,0.0273972602739726,0.03726814,-68.9
116,house,G000586,García,IL,4,D,73,0.0273972602739726,0.03726814,-68.9
0,house,G000587,Garcia,TX,29,Democrat,73,0.0684931506849315,0.04319508,-45.7
116,house,G000587,Garcia,TX,29,D,73,0.0684931506849315,0.04319508,-45.7
0,house,G000588,Gonzalez,OH,16,Republican,72,0.930555555555556,0.83349415,16.6
116,house,G000588,Gonzalez,OH,16,R,72,0.930555555555556,0.83349415,16.6
0,house,G000589,Gooden,TX,5,Republican,72,0.958333333333333,0.94402453,28.4
116,house,G000589,Gooden,TX,5,R,72,0.958333333333333,0.94402453,28.4
0,house,G000590,Green,TN,7,Republican,70,0.942857142857143,0.9630634,39.3
116,house,G000590,Green,TN,7,R,70,0.942857142857143,0.9630634,39.3
0,house,G000591,Guest,MS,3,Republican,73,0.972602739726027,0.92722039,24.5
116,house,G000591,Guest,MS,3,R,73,0.972602739726027,0.92722039,24.5
0,house,G000592,Golden,ME,2,Democrat,73,0.136986301369863,0.65015262,10.3
116,house,G000592,Golden,ME,2,D,73,0.136986301369863,0.65015262,10.3
0,house,H000324,Hastings,FL,20,Democrat,158,0.0949367088607595,0.10789815,-62.1
115,house,H000324,Hastings,FL,20,D,90,0.122222222222222,0.15804055,-62.1
116,house,H000324,Hastings,FL,20,D,68,0.0588235294117647,0.04153321,-62.1
0,house,H000874,Hoyer,MD,5,Democrat,168,0.130952380952381,0.15349775,-32
115,house,H000874,Hoyer,MD,5,D,95,0.189473684210526,0.23352122,-32
116,house,H000874,Hoyer,MD,5,D,73,0.0547945205479452,0.04935763,-32
0,house,H001036,Hensarling,TX,5,Republican,96,0.947916666666667,0.94471163,28.4
115,house,H001036,Hensarling,TX,5,R,96,0.947916666666667,0.94471163,28.4
0,house,H001038,Higgins,NY,26,Democrat,167,0.143712574850299,0.21332855,-19.6
115,house,H001038,Higgins,NY,26,D,94,0.223404255319149,0.3302011,-19.6
116,house,H001038,Higgins,NY,26,D,73,0.0410958904109589,0.06283514,-19.6
0,house,H001045,Harper,MS,3,Republican,93,0.989247311827957,0.93650002,24.5
115,house,H001045,Harper,MS,3,R,93,0.989247311827957,0.93650002,24.5
0,house,H001047,Himes,CT,4,Democrat,164,0.189024390243902,0.18971167,-23
115,house,H001047,Himes,CT,4,D,93,0.290322580645161,0.28953016,-23
116,house,H001047,Himes,CT,4,D,71,0.0563380281690141,0.05896351,-23
0,house,H001048,Hunter,CA,50,Republican,149,0.953020134228188,0.85744878,15
115,house,H001048,Hunter,CA,50,R,94,0.946808510638298,0.8984473,15
116,house,H001048,Hunter,CA,50,R,55,0.963636363636364,0.78737857,15
0,house,H001050,Hanabusa,HI,1,Democrat,84,0.214285714285714,0.21012633,-32.6
115,house,H001050,Hanabusa,HI,1,D,84,0.214285714285714,0.21012633,-32.6
0,house,H001052,Harris,MD,1,Republican,167,0.922155688622755,0.94451948,28.6
115,house,H001052,Harris,MD,1,R,95,0.873684210526316,0.94438789,28.6
116,house,H001052,Harris,MD,1,R,72,0.986111111111111,0.94469312,28.6
0,house,H001053,Hartzler,MO,4,Republican,163,0.969325153374233,0.95475008,36
115,house,H001053,Hartzler,MO,4,R,94,0.978723404255319,0.95129007,36
116,house,H001053,Hartzler,MO,4,R,69,0.956521739130435,0.95946371,36
0,house,H001056,Herrera Beutler,WA,3,Republican,163,0.815950920245399,0.70035865,7.4
115,house,H001056,Herrera Beutler,WA,3,R,95,0.91578947368421,0.8213349,7.4
116,house,H001056,Herrera Beutler,WA,3,R,68,0.676470588235294,0.53134772,7.4
0,house,H001058,Huizenga,MI,2,Republican,166,0.963855421686747,0.88890025,17.6
115,house,H001058,Huizenga,MI,2,R,95,0.978947368421053,0.91387495,17.6
116,house,H001058,Huizenga,MI,2,R,71,0.943661971830986,0.85548339,17.6
0,house,H001059,Hultgren,IL,14,Republican,94,0.968085106382979,0.76650981,3.9
115,house,H001059,Hultgren,IL,14,R,94,0.968085106382979,0.76650981,3.9
0,house,H001064,Heck,WA,10,Democrat,167,0.167664670658683,0.29637103,-11.4
115,house,H001064,Heck,WA,10,D,95,0.242105263157895,0.45288484,-11.4
116,house,H001064,Heck,WA,10,D,72,0.0694444444444444,0.08985974,-11.4
0,house,H001065,Holding,NC,2,Republican,166,0.921686746987952,0.75303307,9.6
115,house,H001065,Holding,NC,2,R,96,0.90625,0.84972588,9.6
116,house,H001065,Holding,NC,2,R,70,0.942857142857143,0.62042579,9.6
0,house,H001066,Horsford,NV,4,Democrat,73,0.0547945205479452,0.1485451,-4.9
116,house,H001066,Horsford,NV,4,D,73,0.0547945205479452,0.1485451,-4.9
0,house,H001067,Hudson,NC,8,Republican,154,0.922077922077922,0.85403819,15
115,house,H001067,Hudson,NC,8,R,90,0.922222222222222,0.89618146,15
116,house,H001067,Hudson,NC,8,R,64,0.921875,0.79477423,15
0,house,H001068,Huffman,CA,2,Democrat,163,0.110429447852761,0.11773697,-45.7
115,house,H001068,Huffman,CA,2,D,92,0.16304347826087,0.17432495,-45.7
116,house,H001068,Huffman,CA,2,D,71,0.0422535211267606,0.04441171,-45.7
0,house,H001071,Hice,GA,10,Republican,165,0.921212121212121,0.94030286,25.5
115,house,H001071,Hice,GA,10,R,96,0.895833333333333,0.94031695,25.5
116,house,H001071,Hice,GA,10,R,69,0.956521739130435,0.94028326,25.5
0,house,H001072,Hill,AR,2,Republican,168,0.970238095238095,0.77707414,10.7
115,house,H001072,Hill,AR,2,R,95,0.968421052631579,0.86295106,10.7
116,house,H001072,Hill,AR,2,R,73,0.972602739726027,0.66531649,10.7
0,house,H001073,Hurd,TX,23,Republican,168,0.81547619047619,0.43052245,-3.4
115,house,H001073,Hurd,TX,23,R,96,0.947916666666667,0.62282121,-3.4
116,house,H001073,Hurd,TX,23,R,72,0.638888888888889,0.17412411,-3.4
0,house,H001074,Hollingsworth,IN,9,Republican,167,0.868263473053892,0.9406916,26.9
115,house,H001074,Hollingsworth,IN,9,R,94,0.882978723404255,0.94185832,26.9
116,house,H001074,Hollingsworth,IN,9,R,73,0.849315068493151,0.93918923,26.9
0,house,H001077,Higgins,LA,3,Republican,162,0.969135802469136,0.95534841,38.1
115,house,H001077,Higgins,LA,3,R,93,0.967741935483871,0.94911486,38.1
116,house,H001077,Higgins,LA,3,R,69,0.971014492753623,0.96375014,38.1
0,house,H001078,Handel,GA,6,Republican,62,0.983870967741935,0.72035223,1.5
115,house,H001078,Handel,GA,6,R,62,0.983870967741935,0.72035223,1.5
0,house,H001080,Haaland,NM,1,Democrat,73,0.0547945205479452,0.06974138,-16.5
116,house,H001080,Haaland,NM,1,D,73,0.0547945205479452,0.06974138,-16.5
0,house,H001081,Hayes,CT,5,Democrat,73,0.0547945205479452,0.16092909,-4.1
116,house,H001081,Hayes,CT,5,D,73,0.0547945205479452,0.16092909,-4.1
0,house,H001082,Hern,OK,1,Republican,75,0.96,0.94229985,28.7
115,house,H001082,Hern,OK,1,R,3,1,0.87699759,28.7
116,house,H001082,Hern,OK,1,R,72,0.958333333333333,0.94502078,28.7
0,house,H001083,Horn,OK,5,Democrat,73,0.164383561643836,0.75609122,13.4
116,house,H001083,Horn,OK,5,D,73,0.164383561643836,0.75609122,13.4
0,house,H001085,Houlahan,PA,6,Democrat,73,0.0547945205479452,0.10222852,-9.3
116,house,H001085,Houlahan,PA,6,D,73,0.0547945205479452,0.10222852,-9.3
0,house,H001087,Hill,CA,25,Democrat,51,0.0392156862745098,0.10196635,-6.7
116,house,H001087,Hill,CA,25,D,51,0.0392156862745098,0.10196635,-6.7
0,house,H001088,Hagedorn,MN,1,Republican,72,0.944444444444444,0.79614937,14.9
116,house,H001088,Hagedorn,MN,1,R,72,0.944444444444444,0.79614937,14.9
0,house,H001090,Harder,CA,10,Democrat,73,0.0410958904109589,0.18055055,-3
116,house,H001090,Harder,CA,10,D,73,0.0410958904109589,0.18055055,-3
0,house,I000056,Issa,CA,49,Republican,91,0.934065934065934,0.52656244,-7.5
115,house,I000056,Issa,CA,49,R,91,0.934065934065934,0.52656244,-7.5
0,house,J000032,Jackson Lee,TX,18,Democrat,167,0.11377245508982,0.11341072,-56.5
115,house,J000032,Jackson Lee,TX,18,D,95,0.168421052631579,0.16859893,-56.5
116,house,J000032,Jackson Lee,TX,18,D,72,0.0416666666666667,0.04059294,-56.5
0,house,J000126,Johnson,TX,30,Democrat,159,0.119496855345912,0.1133387,-60.8
115,house,J000126,Johnson,TX,30,D,88,0.181818181818182,0.17244011,-60.8
116,house,J000126,Johnson,TX,30,D,71,0.0422535211267606,0.04008625,-60.8
0,house,J000174,Johnson,TX,3,Republican,87,0.931034482758621,0.89057208,14.2
115,house,J000174,Johnson,TX,3,R,87,0.931034482758621,0.89057208,14.2
0,house,J000255,Jones,NC,3,Republican,75,0.493333333333333,0.94015207,23.6
115,house,J000255,Jones,NC,3,R,75,0.493333333333333,0.94015207,23.6
0,house,J000288,Johnson,GA,4,Democrat,167,0.119760479041916,0.11699135,-53.1
115,house,J000288,Johnson,GA,4,D,94,0.159574468085106,0.17605101,-53.1
116,house,J000288,Johnson,GA,4,D,73,0.0684931506849315,0.04094192,-53.1
0,house,J000289,Jordan,OH,4,Republican,167,0.88622754491018,0.95204004,33.6
115,house,J000289,Jordan,OH,4,R,94,0.851063829787234,0.94798168,33.6
116,house,J000289,Jordan,OH,4,R,73,0.931506849315068,0.95726588,33.6
0,house,J000290,Jenkins,KS,2,Republican,92,0.967391304347826,0.91685546,18.4
115,house,J000290,Jenkins,KS,2,R,92,0.967391304347826,0.91685546,18.4
0,house,J000292,Johnson,OH,6,Republican,166,0.981927710843373,0.95697995,42.6
115,house,J000292,Johnson,OH,6,R,95,0.989473684210526,0.95030122,42.6
116,house,J000292,Johnson,OH,6,R,71,0.971830985915493,0.96591629,42.6
0,house,J000294,Jeffries,NY,8,Democrat,166,0.114457831325301,0.10158904,-71.1
115,house,J000294,Jeffries,NY,8,D,94,0.159574468085106,0.15078201,-71.1
116,house,J000294,Jeffries,NY,8,D,72,0.0555555555555556,0.0373649,-71.1
0,house,J000295,Joyce,OH,14,Republican,169,0.946745562130177,0.79417435,11.5
115,house,J000295,Joyce,OH,14,R,96,0.96875,0.87003621,11.5
116,house,J000295,Joyce,OH,14,R,73,0.917808219178082,0.6944108,11.5
0,house,J000297,Jenkins,WV,3,Republican,91,0.967032967032967,0.95435644,49.2
115,house,J000297,Jenkins,WV,3,R,91,0.967032967032967,0.95435644,49.2
0,house,J000298,Jayapal,WA,7,Democrat,167,0.0838323353293413,0.10184068,-69.9
115,house,J000298,Jayapal,WA,7,D,95,0.115789473684211,0.15053453,-69.9
116,house,J000298,Jayapal,WA,7,D,72,0.0416666666666667,0.03759185,-69.9
0,house,J000299,Johnson,LA,4,Republican,162,0.938271604938272,0.93664019,24
115,house,J000299,Johnson,LA,4,R,93,0.913978494623656,0.9364328,24
116,house,J000299,Johnson,LA,4,R,69,0.971014492753623,0.93691971,24
0,house,J000301,Johnson,SD,0,Republican,73,0.904109589041096,0.94900851,29.79332222
116,house,J000301,Johnson,SD,0,R,73,0.904109589041096,0.94900851,29.79332222
0,house,J000302,Joyce,PA,13,Republican,72,0.986111111111111,0.96816363,45.7
116,house,J000302,Joyce,PA,13,R,72,0.986111111111111,0.96816363,45.7
0,house,J000303,Jones,MI,13,Democrat,3,0.666666666666667,0.66132436000000006,-60.7
115,house,J000303,Jones,MI,13,D,3,0.666666666666667,0.66132436000000006,-60.7
0,house,K000009,Kaptur,OH,9,Democrat,166,0.150602409638554,0.19211601,-22.2
115,house,K000009,Kaptur,OH,9,D,93,0.236559139784946,0.29690569,-22.2
116,house,K000009,Kaptur,OH,9,D,73,0.0410958904109589,0.05861683,-22.2
0,house,K000188,Kind,WI,3,Democrat,160,0.20625,0.62276729,4.5
115,house,K000188,Kind,WI,3,D,92,0.315217391304348,0.7795032,4.5
116,house,K000188,Kind,WI,3,D,68,0.0588235294117647,0.41071283,4.5
0,house,K000210,King,NY,2,Republican,166,0.813253012048193,0.73824878,9.1
115,house,K000210,King,NY,2,R,94,0.861702127659574,0.84273084,9.1
116,house,K000210,King,NY,2,R,72,0.75,0.60184163,9.1
0,house,K000362,King,IA,4,Republican,166,0.933734939759036,0.94144341,27.4
115,house,K000362,King,IA,4,R,93,0.913978494623656,0.94164382,27.4
116,house,K000362,King,IA,4,R,73,0.958904109589041,0.9411881,27.4
0,house,K000368,Kirkpatrick,AZ,2,Democrat,64,0.03125,0.14008204,-4.9
116,house,K000368,Kirkpatrick,AZ,2,D,64,0.03125,0.14008204,-4.9
0,house,K000375,Keating,MA,9,Democrat,163,0.184049079754601,0.29673244,-10.7
115,house,K000375,Keating,MA,9,D,91,0.285714285714286,0.45733773,-10.7
116,house,K000375,Keating,MA,9,D,72,0.0555555555555556,0.0937452,-10.7
0,house,K000376,Kelly,PA,16,Republican,167,0.964071856287425,0.91761516,20
115,house,K000376,Kelly,PA,3,R,95,0.968421052631579,0.94089986,26.1
116,house,K000376,Kelly,PA,16,R,72,0.958333333333333,0.88689228,20
0,house,K000378,Kinzinger,IL,16,Republican,165,0.933333333333333,0.88408109,17.2
115,house,K000378,Kinzinger,IL,16,R,96,0.989583333333333,0.91244889,17.2
116,house,K000378,Kinzinger,IL,16,R,69,0.855072463768116,0.84461286,17.2
0,house,K000379,Kennedy,MA,4,Democrat,160,0.10625,0.18144887,-24.2
115,house,K000379,Kennedy,MA,4,D,87,0.172413793103448,0.28667291,-24.2
116,house,K000379,Kennedy,MA,4,D,73,0.0273972602739726,0.05604489,-24.2
0,house,K000380,Kildee,MI,5,Democrat,166,0.132530120481928,0.40879474,-4.2
115,house,K000380,Kildee,MI,5,D,93,0.204301075268817,0.6046362,-4.2
116,house,K000380,Kildee,MI,5,D,73,0.0410958904109589,0.15929808,-4.2
0,house,K000381,Kilmer,WA,6,Democrat,167,0.18562874251497,0.28511777,-12.3
115,house,K000381,Kilmer,WA,6,D,95,0.284210526315789,0.43629325,-12.3
116,house,K000381,Kilmer,WA,6,D,72,0.0555555555555556,0.08565013,-12.3
0,house,K000382,Kuster,NH,2,Democrat,166,0.240963855421687,0.44699359,-2.4
115,house,K000382,Kuster,NH,2,D,94,0.372340425531915,0.64100073,-2.4
116,house,K000382,Kuster,NH,2,D,72,0.0694444444444444,0.19370649,-2.4
0,house,K000385,Kelly,IL,2,Democrat,168,0.0952380952380952,0.11033443,-58.9
115,house,K000385,Kelly,IL,2,D,95,0.136842105263158,0.164812,-58.9
116,house,K000385,Kelly,IL,2,D,73,0.0410958904109589,0.03943897,-58.9
0,house,K000386,Katko,NY,24,Republican,165,0.757575757575758,0.42821307,-3.6
115,house,K000386,Katko,NY,24,R,95,0.905263157894737,0.61475743,-3.6
116,house,K000386,Katko,NY,24,R,70,0.557142857142857,0.17504572,-3.6
0,house,K000387,Knight,CA,25,Republican,95,0.989473684210526,0.54804279,-6.7
115,house,K000387,Knight,CA,25,R,95,0.989473684210526,0.54804279,-6.7
0,house,K000388,Kelly,MS,1,Republican,166,0.951807228915663,0.95261417,33
115,house,K000388,Kelly,MS,1,R,95,0.926315789473684,0.94833029,33
116,house,K000388,Kelly,MS,1,R,71,0.985915492957746,0.95834612,33
0,house,K000389,Khanna,CA,17,Democrat,167,0.11377245508982,0.11274306,-53.4
115,house,K000389,Khanna,CA,17,D,94,0.159574468085106,0.16856779,-53.4
116,house,K000389,Khanna,CA,17,D,73,0.0547945205479452,0.04085915,-53.4
0,house,K000390,Kihuen,NV,4,Democrat,94,0.223404255319149,0.5880386,-4.9
115,house,K000390,Kihuen,NV,4,D,94,0.223404255319149,0.5880386,-4.9
0,house,K000391,Krishnamoorthi,IL,8,Democrat,168,0.172619047619048,0.19828443,-21.7
115,house,K000391,Krishnamoorthi,IL,8,D,95,0.263157894736842,0.30505045,-21.7
116,house,K000391,Krishnamoorthi,IL,8,D,73,0.0547945205479452,0.05934235,-21.7
0,house,K000392,Kustoff,TN,8,Republican,166,0.951807228915663,0.95412448,35.6
115,house,K000392,Kustoff,TN,8,R,96,0.927083333333333,0.94985004,35.6
116,house,K000392,Kustoff,TN,8,R,70,0.985714285714286,0.95998656,35.6
0,house,K000394,Kim,NJ,3,Democrat,73,0.0547945205479452,0.48020826,6.2
116,house,K000394,Kim,NJ,3,D,73,0.0547945205479452,0.48020826,6.2
0,house,K000395,Keller,PA,12,Republican,43,0.953488372093023,0.95592625,36.4
116,house,K000395,Keller,PA,12,R,43,0.953488372093023,0.95592625,36.4
0,house,L000263,Levin,MI,9,Democrat,95,0.178947368421053,0.52481513,-7.8
115,house,L000263,Levin,MI,9,D,95,0.178947368421053,0.52481513,-7.8
0,house,L000287,Lewis,GA,5,Democrat,153,0.0849673202614379,0.10215221,-73.1
115,house,L000287,Lewis,GA,5,D,93,0.10752688172043,0.15016381,-73.1
116,house,L000287,Lewis,GA,5,D,60,0.05,0.02773424,-73.1
0,house,L000397,Lofgren,CA,19,Democrat,164,0.128048780487805,0.12111573,-51.4
115,house,L000397,Lofgren,CA,19,D,95,0.189473684210526,0.17727743,-51.4
116,house,L000397,Lofgren,CA,19,D,69,0.0434782608695652,0.04379166,-51.4
0,house,L000480,Lowey,NY,17,Democrat,166,0.126506024096386,0.2056152,-20.2
115,house,L000480,Lowey,NY,17,D,94,0.191489361702128,0.31515293,-20.2
116,house,L000480,Lowey,NY,17,D,72,0.0416666666666667,0.06260761,-20.2
0,house,L000491,Lucas,OK,3,Republican,165,0.975757575757576,0.95786052,52.7
115,house,L000491,Lucas,OK,3,R,96,0.989583333333333,0.94942651,52.7
116,house,L000491,Lucas,OK,3,R,69,0.956521739130435,0.96959479,52.7
0,house,L000551,Lee,CA,13,Democrat,167,0.0718562874251497,0.09288917,-80.6
115,house,L000551,Lee,CA,13,D,94,0.0957446808510638,0.13763061,-80.6
116,house,L000551,Lee,CA,13,D,73,0.0410958904109589,0.0352769,-80.6
0,house,L000554,LoBiondo,NJ,2,Republican,96,0.822916666666667,0.77924459,4.6
115,house,L000554,LoBiondo,NJ,2,R,96,0.822916666666667,0.77924459,4.6
0,house,L000557,Larson,CT,1,Democrat,163,0.171779141104294,0.18712497,-23.1
115,house,L000557,Larson,CT,1,D,91,0.263736263736264,0.28913535,-23.1
116,house,L000557,Larson,CT,1,D,72,0.0555555555555556,0.0581952,-23.1
0,house,L000559,Langevin,RI,2,Democrat,167,0.179640718562874,0.35605191,-7.1
115,house,L000559,Langevin,RI,2,D,94,0.265957446808511,0.53826597,-7.1
116,house,L000559,Langevin,RI,2,D,73,0.0684931506849315,0.12142011,-7.1
0,house,L000560,Larsen,WA,2,Democrat,167,0.143712574850299,0.19697713,-22.1
115,house,L000560,Larsen,WA,2,D,95,0.221052631578947,0.30111747,-22.1
116,house,L000560,Larsen,WA,2,D,72,0.0416666666666667,0.05956973,-22.1
0,house,L000562,Lynch,MA,8,Democrat,166,0.198795180722892,0.17299768,-26
115,house,L000562,Lynch,MA,8,D,93,0.311827956989247,0.26632245,-26
116,house,L000562,Lynch,MA,8,D,73,0.0547945205479452,0.05410449,-26
0,house,L000563,Lipinski,IL,3,Democrat,163,0.251533742331288,0.24594135,-15.3
115,house,L000563,Lipinski,IL,3,D,93,0.408602150537634,0.38542982,-15.3
116,house,L000563,Lipinski,IL,3,D,70,0.0428571428571429,0.06062095,-15.3
0,house,L000564,Lamborn,CO,5,Republican,169,0.940828402366864,0.93156966,24
115,house,L000564,Lamborn,CO,5,R,96,0.927083333333333,0.93722969,24
116,house,L000564,Lamborn,CO,5,R,73,0.958904109589041,0.92412634,24
0,house,L000565,Loebsack,IA,2,Democrat,168,0.226190476190476,0.60547963,4.1
115,house,L000565,Loebsack,IA,2,D,95,0.357894736842105,0.76860161,4.1
116,house,L000565,Loebsack,IA,2,D,73,0.0547945205479452,0.39319761,4.1
0,house,L000566,Latta,OH,5,Republican,169,0.958579881656805,0.93570074,25.1
115,house,L000566,Latta,OH,5,R,96,0.958333333333333,0.93955518,25.1
116,house,L000566,Latta,OH,5,R,73,0.958904109589041,0.93063188,25.1
0,house,L000567,Lance,NJ,7,Republican,96,0.864583333333333,0.67152862,-1.1
115,house,L000567,Lance,NJ,7,R,96,0.864583333333333,0.67152862,-1.1
0,house,L000569,Luetkemeyer,MO,3,Republican,167,0.976047904191617,0.95594728,39
115,house,L000569,Luetkemeyer,MO,3,R,94,0.978723404255319,0.94964833,39
116,house,L000569,Luetkemeyer,MO,3,R,73,0.972602739726027,0.96405827,39
0,house,L000570,Luján,NM,3,Democrat,168,0.125,0.25206079,-15.1
115,house,L000570,Luján,NM,3,D,95,0.178947368421053,0.38902769,-15.1
116,house,L000570,Luján,NM,3,D,73,0.0547945205479452,0.07381619,-15.1
0,house,L000573,Labrador,ID,1,Republican,83,0.831325301204819,0.95378894,38.3
115,house,L000573,Labrador,ID,1,R,83,0.831325301204819,0.95378894,38.3
0,house,L000576,Long,MO,7,Republican,160,0.9375,0.95920545,45.7
115,house,L000576,Long,MO,7,R,88,0.931818181818182,0.95179303,45.7
116,house,L000576,Long,MO,7,R,72,0.944444444444444,0.96826507,45.7
0,house,L000578,LaMalfa,CA,1,Republican,167,0.946107784431138,0.90675842,19.7
115,house,L000578,LaMalfa,CA,1,R,95,0.957894736842105,0.92334073,19.7
116,house,L000578,LaMalfa,CA,1,R,72,0.930555555555556,0.88487898,19.7
0,house,L000579,Lowenthal,CA,47,Democrat,165,0.103030303030303,0.15136641,-31.6
115,house,L000579,Lowenthal,CA,47,D,92,0.16304347826087,0.23210516,-31.6
116,house,L000579,Lowenthal,CA,47,D,73,0.0273972602739726,0.04961346,-31.6
0,house,L000580,Lujan Grisham,NM,1,Democrat,88,0.25,0.36514625,-16.5
115,house,L000580,Lujan Grisham,NM,1,D,88,0.25,0.36514625,-16.5
0,house,L000581,Lawrence,MI,14,Democrat,161,0.124223602484472,0.10697708,-60.9
115,house,L000581,Lawrence,MI,14,D,93,0.182795698924731,0.15466364,-60.9
116,house,L000581,Lawrence,MI,14,D,68,0.0441176470588235,0.0417587,-60.9
0,house,L000582,Lieu,CA,33,Democrat,160,0.125,0.12660546,-41.3
115,house,L000582,Lieu,CA,33,D,89,0.202247191011236,0.19087253,-41.3
116,house,L000582,Lieu,CA,33,D,71,0.028169014084507,0.04604535,-41.3
0,house,L000583,Loudermilk,GA,11,Republican,156,0.916666666666667,0.93725465,25
115,house,L000583,Loudermilk,GA,11,R,93,0.881720430107527,0.93807485,25
116,house,L000583,Loudermilk,GA,11,R,63,0.968253968253968,0.93604388,25
0,house,L000584,Love,UT,4,Republican,94,0.957446808510638,0.81104426,6.7
115,house,L000584,Love,UT,4,R,94,0.957446808510638,0.81104426,6.7
0,house,L000585,LaHood,IL,18,Republican,167,0.952095808383233,0.9417018,27.3
115,house,L000585,LaHood,IL,18,R,96,0.947916666666667,0.94325825,27.3
116,house,L000585,LaHood,IL,18,R,71,0.957746478873239,0.93959731,27.3
0,house,L000586,Lawson,FL,5,Democrat,160,0.24375,0.18170096,-25.4
115,house,L000586,Lawson,FL,5,D,90,0.377777777777778,0.27869439,-25.4
116,house,L000586,Lawson,FL,5,D,70,0.0714285714285714,0.05699513,-25.4
0,house,L000587,Lewis,MN,2,Republican,93,0.903225806451613,0.71555471,1.2
115,house,L000587,Lewis,MN,2,R,93,0.903225806451613,0.71555471,1.2
0,house,L000588,Lamb,PA,17,Democrat,98,0.244897959183673,0.48646863,2.6
115,house,L000588,Lamb,PA,18,D,25,0.68,0.92584441,19.6
116,house,L000588,Lamb,PA,17,D,73,0.0958904109589041,0.33599747,2.6
0,house,L000589,Lesko,AZ,8,Republican,96,0.947916666666667,0.90822658,21.1
115,house,L000589,Lesko,AZ,8,R,25,0.92,0.93098534,21.1
116,house,L000589,Lesko,AZ,8,R,71,0.957746478873239,0.90021293,21.1
0,house,L000590,Lee,NV,3,Democrat,73,0.0684931506849315,0.28167709,1
116,house,L000590,Lee,NV,3,D,73,0.0684931506849315,0.28167709,1
0,house,L000591,Luria,VA,2,Democrat,72,0.111111111111111,0.36454794,3.4
116,house,L000591,Luria,VA,2,D,72,0.111111111111111,0.36454794,3.4
0,house,L000592,Levin,MI,9,Democrat,73,0.0273972602739726,0.11457943,-7.8
116,house,L000592,Levin,MI,9,D,73,0.0273972602739726,0.11457943,-7.8
0,house,L000593,Levin,CA,49,Democrat,73,0.0410958904109589,0.11741883,-7.5
116,house,L000593,Levin,CA,49,D,73,0.0410958904109589,0.11741883,-7.5
0,house,M000087,Maloney,NY,12,Democrat,166,0.108433734939759,0.10252737,-69.8
115,house,M000087,Maloney,NY,12,D,94,0.170212765957447,0.15225052,-69.8
116,house,M000087,Maloney,NY,12,D,72,0.0277777777777778,0.03761104,-69.8
0,house,M000312,McGovern,MA,2,Democrat,167,0.0898203592814371,0.21380619,-19.4
115,house,M000312,McGovern,MA,2,D,94,0.138297872340426,0.33075806,-19.4
116,house,M000312,McGovern,MA,2,D,73,0.0273972602739726,0.06321064,-19.4
0,house,M000687,Mfume,MD,7,Democrat,1,0,2.98e-6,-55.6
116,house,M000687,Mfume,MD,7,D,1,0,2.98e-6,-55.6
0,house,M001137,Meeks,NY,5,Democrat,162,0.160493827160494,0.10274444,-73
115,house,M001137,Meeks,NY,5,D,93,0.236559139784946,0.15031528,-73
116,house,M001137,Meeks,NY,5,D,69,0.0579710144927536,0.03862723,-73
0,house,M001143,McCollum,MN,4,Democrat,167,0.11377245508982,0.1574401,-30.9
115,house,M001143,McCollum,MN,4,D,94,0.170212765957447,0.24081699,-30.9
116,house,M001143,McCollum,MN,4,D,73,0.0410958904109589,0.05007809,-30.9
0,house,M001151,Murphy,PA,18,Republican,48,0.979166666666667,0.93314248,19.6
115,house,M001151,Murphy,PA,18,R,48,0.979166666666667,0.93314248,19.6
0,house,M001156,McHenry,NC,10,Republican,164,0.969512195121951,0.93511103,24.6
115,house,M001156,McHenry,NC,10,R,94,0.98936170212766,0.94184596,24.6
116,house,M001156,McHenry,NC,10,R,70,0.942857142857143,0.92606699,24.6
0,house,M001157,McCaul,TX,10,Republican,169,0.964497041420118,0.73959552,9.1
115,house,M001157,McCaul,TX,10,R,96,0.989583333333333,0.843801,9.1
116,house,M001157,McCaul,TX,10,R,73,0.931506849315068,0.60255818,9.1
0,house,M001158,Marchant,TX,24,Republican,153,0.941176470588235,0.67797539,6.2
115,house,M001158,Marchant,TX,24,R,94,0.946808510638298,0.80261462,6.2
116,house,M001158,Marchant,TX,24,R,59,0.932203389830508,0.47939764,6.2
0,house,M001159,McMorris Rodgers,WA,5,Republican,167,0.946107784431138,0.8266807,13.1
115,house,M001159,McMorris Rodgers,WA,5,R,96,0.979166666666667,0.88456487,13.1
116,house,M001159,McMorris Rodgers,WA,5,R,71,0.901408450704225,0.74841478,13.1
0,house,M001160,Moore,WI,4,Democrat,163,0.0797546012269939,0.11424321,-52.2
115,house,M001160,Moore,WI,4,D,91,0.10989010989011,0.1715879,-52.2
116,house,M001160,Moore,WI,4,D,72,0.0416666666666667,0.0417659,-52.2
0,house,M001163,Matsui,CA,6,Democrat,168,0.119047619047619,0.12698627,-44.8
115,house,M001163,Matsui,CA,6,D,95,0.178947368421053,0.19113716,-44.8
116,house,M001163,Matsui,CA,6,D,73,0.0410958904109589,0.04350224,-44.8
0,house,M001165,McCarthy,CA,23,Republican,167,0.982035928143713,0.92202733,22
115,house,M001165,McCarthy,CA,23,R,94,0.98936170212766,0.93212444,22
