congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
116,House,21757,61,8,AZ,200,,,"LESKO, Debbie",L000589,1958,,0.608,-0.036,-96.20631,0.86771,678,45,,0.596,0.002
116,House,21968,61,9,AZ,100,,,"STANTON, Greg",S001211,1970,,-0.313,-0.08,-16.00672,0.977,688,6,,-0.313,-0.079
116,House,21106,42,1,AR,200,,,"CRAWFORD, Rick",C001087,1966,,0.409,0.494,-75.17379,0.88802,633,35,,0.5,0.551
116,House,21108,42,3,AR,200,,,"WOMACK, Steve",W000809,1957,,0.354,0.589,-57.28774,0.92033,690,20,,0.373,0.658
116,House,21503,42,2,AR,200,,,"HILL, French",H001072,1956,,0.454,0.229,-79.52374,0.89054,686,29,,0.417,0.361
116,House,21563,42,4,AR,200,,,"WESTERMAN, Bruce Eugene",W000821,1967,,0.548,0.355,-66.32525,0.90694,679,24,,0.545,0.507
116,House,15448,71,12,CA,100,,,"PELOSI, Nancy",P000197,1940,,-0.49,-0.206,-0.50177,0.99021,51,0,,-0.407,0.176
116,House,20104,71,28,CA,100,,,"SCHIFF, Adam",S001150,1960,,-0.349,-0.128,-11.4388,0.98351,688,2,,-0.416,-0.008
116,House,20108,71,53,CA,100,,,"DAVIS, Susan A.",D000598,1944,,-0.344,-0.106,-10.3814,0.98487,681,1,,-0.373,-0.055
116,House,20307,71,22,CA,200,,,"NUNES, Devin",N000181,1973,,0.449,0.213,-69.58214,0.90341,685,25,,0.458,0.401
116,House,20310,71,38,CA,100,,,"SÁNCHEZ, Linda T.",S001156,1969,,-0.508,-0.137,-12.06596,0.98213,669,5,,-0.513,-0.036
116,House,20501,71,16,CA,100,,,"COSTA, Jim",C001059,1952,,-0.191,0.468,-84.49422,0.88348,682,31,,-0.389,0.837
116,House,20538,71,6,CA,100,,,"MATSUI, Doris",M001163,1944,,-0.434,-0.161,-26.87042,0.96142,683,9,,-0.389,0.124
116,House,20702,71,9,CA,100,,,"McNERNEY, Jerry",M001166,1951,,-0.261,-0.15,-15.23747,0.97738,666,5,,-0.402,-0.171
116,House,20703,71,23,CA,200,,,"MCCARTHY, Kevin",M001165,1965,,0.459,0.21,-85.92915,0.88096,678,39,,0.428,0.345
116,House,20762,71,14,CA,100,,,"SPEIER, Karen Lorraine Jacqueline (Jackie)",S001175,1950,,-0.381,-0.448,-37.05447,0.945,655,8,,-0.295,-0.249
116,House,20903,71,4,CA,200,,,"McCLINTOCK, Tom",M001177,1956,,0.719,-0.472,-157.48887,0.7919,675,89,,0.643,-0.368
116,House,20955,71,27,CA,100,,,"CHU, Judy",C001080,1953,,-0.487,-0.376,-11.57735,0.98331,688,4,,-0.424,-0.406
116,House,20958,71,3,CA,100,,,"GARAMENDI, John",G000559,1945,,-0.309,-0.095,-27.14456,0.96075,678,6,,-0.301,-0.062
116,House,20963,71,50,CA,200,,,"HUNTER, Duncan Duane",H001048,1976,,0.539,0.085,-124.54558,0.79736,550,57,,0.637,-0.1
116,House,21110,71,37,CA,100,,,"BASS, Karen",B001270,1953,,-0.585,-0.106,-15.53549,0.97635,649,8,,-0.572,-0.43
116,House,21302,71,1,CA,200,,,"LaMALFA, Doug",L000578,1960,,0.537,0.104,-102.56392,0.85767,668,44,,0.514,0.143
116,House,21303,71,2,CA,100,,,"HUFFMAN, Jared",H001068,1964,,-0.426,-0.545,-22.94164,0.96604,664,7,,-0.399,-0.656
116,House,21304,71,7,CA,100,,,"BERA, Ami",B001287,1965,,-0.232,0.014,-26.29338,0.96256,689,11,,-0.356,0.307
116,House,21305,71,8,CA,200,,,"COOK, Paul",C001094,1943,,0.376,0.201,-97.26502,0.86617,677,39,,0.33,0.351
116,House,21306,71,15,CA,100,,,"SWALWELL, Eric",S001193,1980,,-0.368,-0.106,-19.28639,0.96253,505,7,,-0.518,0.273
116,House,21308,71,26,CA,100,,,"BROWNLEY, Julia",B001285,1952,,-0.286,0.051,-27.73688,0.95986,677,12,,-0.363,0.198
116,House,21309,71,29,CA,100,,,"CÁRDENAS, Tony",C001097,1963,,-0.383,0.021,-24.45961,0.96335,655,12,,-0.513,0.078
116,House,21311,71,36,CA,100,,,"RUIZ, Raul",R000599,1972,,-0.242,0.062,-36.59446,0.94835,690,15,,-0.389,0.249
116,House,21312,71,41,CA,100,,,"TAKANO, Mark",T000472,1960,,-0.463,-0.259,-13.92377,0.97958,675,5,,-0.39,-0.329
116,House,21313,71,47,CA,100,,,"LOWENTHAL, Alan",L000579,1941,,-0.45,-0.369,-11.91598,0.98283,688,3,,-0.475,-0.522
116,House,21314,71,51,CA,100,,,"VARGAS, Juan",V000130,1961,,-0.399,0.104,-26.67194,0.96109,672,9,,-0.527,-0.192
116,House,21315,71,52,CA,100,,,"PETERS, Scott",P000608,1958,,-0.179,-0.048,-56.52351,0.9191,670,24,,-0.214,0.171
116,House,21504,71,11,CA,100,,,"DESAULNIER, Mark James",D000623,1952,,-0.529,-0.36,-9.87582,0.9856,681,3,,-0.443,-0.544
116,House,21506,71,31,CA,100,,,"AGUILAR, Peter Rey",A000371,1979,,-0.291,0.135,-46.13513,0.93478,684,18,,-0.478,0.428
116,House,21507,71,33,CA,100,,,"LIEU, Ted",L000582,1969,,-0.371,-0.265,-20.33136,0.96934,653,6,,-0.623,-0.335
116,House,21508,71,35,CA,100,,,"TORRES, Norma Judith",T000474,1965,,-0.361,0.021,-24.11936,0.9651,679,9,,-0.405,-0.054
116,House,21703,71,44,CA,100,,,"BARRAGÁN, Nanette Diaz",B001300,1976,,-0.51,0.065,-16.60384,0.97581,678,9,,-0.485,-0.446
116,House,21709,71,24,CA,100,,,"CARBAJAL, Salud",C001112,1964,,-0.3,0.139,-15.61036,0.97763,690,3,,-0.372,0.03
116,House,21711,71,46,CA,100,,,"CORREA, Jose Luis",C001110,1958,,-0.279,0.319,-51.85814,0.92626,677,25,,-0.317,0.179
116,House,21728,71,17,CA,100,,,"KHANNA, Rohit",K000389,1976,,-0.582,-0.22,-29.41068,0.95815,688,7,,-0.319,-0.566
116,House,21740,71,20,CA,100,,,"PANETTA, James Varni",P000613,1969,,-0.304,0.044,-35.25567,0.95019,690,15,,-0.292,0.237
116,House,21754,71,34,CA,100,,,"GOMEZ, Jimmy",G000585,1974,,-0.593,-0.071,-20.7372,0.97009,683,11,,-0.43,-0.446
116,House,21907,71,39,CA,100,,,"CISNEROS, Gil",C001123,1972,,-0.367,0.565,-44.91727,0.9368,688,15,,-0.367,0.57
116,House,21909,71,21,CA,100,,,"COX, TJ",C001124,1963,,-0.327,0.427,-41.39624,0.94094,680,12,,-0.326,0.43
116,House,21930,71,10,CA,100,,,"HARDER, Josh",H001090,1986,,-0.374,0.765,-57.88559,0.91874,683,14,,-0.373,0.77
116,House,21932,71,25,CA,100,,,"HILL, Katie",H001087,1987,,-0.306,0.114,-20.26703,0.96104,510,8,,-0.305,0.113
116,House,21939,71,49,CA,100,,,"LEVIN, Mike",L000593,1978,,-0.388,0.101,-15.88786,0.97724,690,4,,-0.387,0.102
116,House,21954,71,45,CA,100,,,"PORTER, Katie",P000618,1974,,-0.168,0.059,-82.64509,0.88508,677,35,,-0.168,0.063
116,House,21960,71,48,CA,100,,,"ROUDA, Harley",R000616,1961,,-0.328,0.533,-37.79487,0.94547,674,10,,-0.327,0.538
116,House,29106,71,43,CA,100,,,"WATERS, Maxine",W000187,1938,,-0.653,-0.072,-52.55482,0.92583,682,17,,-0.559,0.418
116,House,29312,71,18,CA,100,,,"ESHOO, Anna Georges",E000215,1942,,-0.381,-0.427,-11.9138,0.98232,668,6,,-0.363,-0.223
116,House,29317,71,40,CA,100,,,"ROYBAL-ALLARD, Lucille",R000486,1941,,-0.47,-0.189,-9.52923,0.98598,675,4,,-0.433,-0.173
116,House,29323,71,42,CA,200,,,"CALVERT, Ken",C000059,1953,,0.349,0.22,-73.49069,0.89813,684,23,,0.313,0.577
116,House,29504,71,19,CA,100,,,"LOFGREN, Zoe",L000397,1947,,-0.402,-0.445,-24.95337,0.96333,668,8,,-0.53,-0.34
116,House,29707,71,30,CA,100,,,"SHERMAN, Brad",S000344,1954,,-0.342,-0.147,-16.73872,0.97551,675,9,,-0.437,0.079
116,House,29778,71,13,CA,100,,,"LEE, Barbara",L000551,1946,,-0.682,-0.586,-19.27325,0.97222,684,6,,-0.548,-0.765
116,House,29901,71,5,CA,100,,,"THOMPSON, Michael",T000460,1951,,-0.395,0.065,-34.6586,0.9498,673,17,,-0.432,0.446
116,House,29903,71,32,CA,100,,,"NAPOLITANO, Grace Flores",N000179,1936,,-0.448,-0.249,-16.95299,0.97545,682,9,,-0.463,-0.278
116,House,20704,62,5,CO,200,,,"LAMBORN, Doug",L000564,1954,,0.678,0.202,-66.57843,0.90634,677,28,,0.622,0.327
116,House,20705,62,7,CO,100,,,"PERLMUTTER, Ed",P000593,1953,,-0.281,0.076,-25.52684,0.96149,650,9,,-0.28,-0.054
116,House,21111,62,3,CO,200,,,"TIPTON, Scott",T000470,1956,,0.447,-0.02,-110.47272,0.85166,688,44,,0.425,0.045
116,House,21510,62,4,CO,200,,,"BUCK, Kenneth Robert",B001297,1959,,0.754,-0.458,-99.36273,0.84573,593,42,,0.736,-0.399
116,House,21912,62,6,CO,100,,,"CROW, Jason",C001121,1979,,-0.27,0.402,-40.91589,0.94234,689,14,,-0.27,0.408
116,House,21948,62,2,CO,100,,,"NEGUSE, Joseph",N000191,1984,,-0.441,-0.51,-13.11683,0.98114,689,4,,-0.441,-0.51
116,House,29710,62,1,CO,100,,,"DeGETTE, Diana",D000197,1957,,-0.432,-0.315,-13.10299,0.98114,688,4,,-0.411,-0.447
116,House,20706,1,2,CT,100,,,"COURTNEY, Joe",C001069,1953,,-0.344,0.016,-17.46565,0.97497,689,3,,-0.377,-0.013
116,House,20907,1,4,CT,100,,,"HIMES, James A.",H001047,1966,,-0.242,-0.24,-37.19251,0.9467,679,14,,-0.313,0.138
116,House,21931,1,5,CT,100,,,"HAYES, Jahana",H001081,1973,,-0.349,-0.03,-17.21384,0.97418,658,4,,-0.349,-0.029
116,House,29109,1,3,CT,100,,,"DeLAURO, Rosa L.",D000216,1943,,-0.416,-0.12,-14.44815,0.97851,665,5,,-0.389,-0.062
116,House,29908,1,1,CT,100,,,"LARSON, John B.",L000557,1948,,-0.398,-0.053,-12.22299,0.98229,684,4,,-0.359,-0.013
116,House,21706,11,1,DE,100,,,"BLUNT ROCHESTER, Lisa",B001303,1962,,-0.329,-0.116,-13.22168,0.98097,688,3,,-0.387,-0.145
116,House,20316,43,25,FL,200,,,"DIAZ-BALART, Mario",D000600,1961,,0.278,0.119,-122.20338,0.83639,684,48,,0.279,0.227
116,House,20504,43,23,FL,100,,,"WASSERMAN SCHULTZ, Debbie",W000797,1966,,-0.421,0.067,-22.64253,0.96672,669,5,,-0.351,0.082
116,House,20708,43,14,FL,100,,,"CASTOR, Kathy",C001066,1966,,-0.438,0.046,-12.80848,0.98153,687,3,,-0.398,-0.071
116,House,20709,43,16,FL,200,,,"BUCHANAN, Vernon G.",B001260,1951,,0.359,-0.135,-126.00448,0.82856,670,53,,0.351,-0.022
116,House,20758,43,12,FL,200,,,"BILIRAKIS, Gus",B001257,1963,,0.404,0.016,-114.76346,0.84149,665,54,,0.412,-0.035
116,House,20909,43,8,FL,200,,,"POSEY, Bill",P000599,1947,,0.517,-0.32,-169.33029,0.77813,675,81,,0.528,-0.331
116,House,20959,43,22,FL,100,,,"DEUTCH, Theodore E. (Ted)",D000610,1966,,-0.4,-0.096,-16.0467,0.97644,673,5,,-0.38,0.038
116,House,21116,43,11,FL,200,,,"WEBSTER, Daniel A.",W000806,1949,,0.509,-0.051,-142.90551,0.80182,647,76,,0.573,-0.188
116,House,21118,43,24,FL,100,,,"WILSON, Frederica",W000808,1942,,-0.476,-0.015,-8.91138,0.98557,613,3,,-0.542,0.003
116,House,21317,43,3,FL,200,,,"YOHO, Ted",Y000065,1955,,0.704,-0.361,-121.02821,0.82471,628,53,,0.716,-0.323
116,House,21321,43,21,FL,100,,,"FRANKEL, Lois",F000462,1948,,-0.399,-0.084,-17.80139,0.97303,651,8,,-0.333,-0.022
116,House,21712,43,13,FL,100,,,"CRIST, Charlie Joseph Jr.",C001111,1956,,-0.219,0.027,-29.60796,0.95788,688,14,,-0.28,0.241
116,House,21713,43,10,FL,100,,,"DEMINGS, Valdez Butler",D000627,1957,,-0.341,-0.139,-20.07197,0.97121,687,8,,-0.309,0.053
116,House,21714,43,2,FL,200,,,"DUNN, Neal Patrick",D000628,1953,,0.533,0.2,-118.0872,0.84015,678,56,,0.546,0.14
116,House,21719,43,1,FL,200,,,"GAETZ, Matthew L. II",G000578,1982,,0.621,-0.574,-186.5032,0.73621,609,88,,0.59,-0.631
116,House,21732,43,5,FL,100,,,"LAWSON, Alfred Jr.",L000586,1948,,-0.253,0.082,-30.22659,0.95563,666,13,,-0.247,0.082
116,House,21735,43,18,FL,200,,,"MAST, Brian Jeffery",M001199,1980,,0.412,-0.294,-185.8492,0.75329,656,77,,0.446,-0.357
116,House,21738,43,7,FL,100,,,"MURPHY, Stephanie",M001202,1978,,-0.156,0.069,-74.40892,0.89763,689,28,,-0.174,0.236
116,House,21742,43,19,FL,200,,,"ROONEY, Francis",R000607,1953,,0.508,-0.519,-254.83028,0.60131,501,128,,0.493,-0.67
116,House,21744,43,4,FL,200,,,"RUTHERFORD, John Henry",R000609,1952,,0.399,0.159,-148.96743,0.80011,668,61,,0.436,-0.024
116,House,21746,43,9,FL,100,,,"SOTO, Darren Michael",S001200,1978,,-0.38,0.118,-15.12761,0.97813,684,5,,-0.37,-0.037
116,House,21947,43,26,FL,100,,,"MUCARSEL-POWELL, Debbie",M001207,1971,,-0.348,0.288,-30.04383,0.95709,685,18,,-0.348,0.29
116,House,21963,43,27,FL,100,,,"SHALALA, Donna",S001206,1941,,-0.37,-0.045,-12.82311,0.98151,687,3,,-0.37,-0.044
116,House,21967,43,15,FL,200,,,"SPANO, Ross",S001210,1966,,0.453,0.002,-100.81699,0.86333,686,35,,0.453,0.002
116,House,21971,43,17,FL,200,,,"STEUBE, William",S001214,1978,,0.655,-0.325,-120.31534,0.83607,672,57,,0.655,-0.325
116,House,21981,43,6,FL,200,,,"WALTZ, Michael",W000823,1974,,0.404,-0.149,-124.32665,0.82711,655,60,,0.404,-0.149
116,House,29337,43,20,FL,100,,,"HASTINGS, Alcee Lamar",H000324,1936,,-0.564,0.158,-13.3097,0.97378,501,4,,-0.488,0.227
116,House,15431,44,5,GA,100,,,"LEWIS, John R.",L000287,1940,,-0.589,-0.221,-10.89936,0.98191,597,5,,-0.447,-0.139
116,House,20321,44,13,GA,100,,,"SCOTT, David",S001157,1945,,-0.301,0.163,-20.58516,0.97027,682,4,,-0.393,0.112
116,House,20712,44,4,GA,100,,,"JOHNSON, Hank",J000288,1954,,-0.468,0.01,-26.45242,0.96196,682,8,,-0.4,-0.175
116,House,20962,44,14,GA,200,,,"GRAVES, Tom",G000560,1970,,0.722,-0.005,-100.87203,0.85906,664,33,,0.681,0.129
116,House,21122,44,7,GA,200,,,"WOODALL, Rob",W000810,1970,,0.598,-0.194,-124.2491,0.833,680,54,,0.506,0.059
116,House,21123,44,8,GA,200,,,"SCOTT, Austin",S001189,1969,,0.569,0.181,-88.76249,0.87863,686,32,,0.564,0.267
116,House,21323,44,9,GA,200,,,"COLLINS, Doug",C001093,1966,,0.61,0.119,-77.14696,0.8876,647,30,,0.592,0.275
116,House,21513,44,1,GA,200,,,"CARTER, Buddy",C001103,1957,,0.581,0.258,-84.24729,0.88443,686,31,,0.597,0.162
116,House,21514,44,10,GA,200,,,"HICE, Jody Brownlow",H001071,1960,,0.79,-0.112,-75.48413,0.89193,660,35,,0.857,-0.051
116,House,21515,44,11,GA,200,,,"LOUDERMILK, Barry D.",L000583,1963,,0.688,-0.007,-75.6769,0.88798,637,28,,0.713,0.159
116,House,21516,44,12,GA,200,,,"ALLEN, Rick W.",A000372,1951,,0.677,0.305,-86.18475,0.88242,689,35,,0.757,0.391
116,House,21717,44,3,GA,200,,,"FERGUSON, Anderson Drew IV",F000465,1967,,0.624,0.151,-97.61498,0.86718,685,41,,0.665,0.184
116,House,21944,44,6,GA,100,,,"McBATH, Lucy",M001208,1960,,-0.26,0.323,-42.66647,0.93987,688,14,,-0.26,0.328
116,House,29339,44,2,GA,100,,,"BISHOP, Sanford Dixon, Jr.",B000490,1947,,-0.282,0.464,-53.3413,0.9238,673,28,,-0.339,0.287
116,House,20322,82,1,HI,100,,,"CASE, Ed",C001055,1952,,-0.201,-0.13,-40.91906,0.94226,688,13,,-0.206,0.033
116,House,21324,82,2,HI,100,,,"GABBARD, Tulsi",G000571,1981,,-0.279,-0.256,-11.56342,0.97226,411,3,,-0.366,-0.571
116,House,21920,63,1,ID,200,,,"FULCHER, Russell",F000469,1973,,0.618,0.065,-86.33,0.8811,682,36,,0.618,0.065
116,House,29910,63,2,ID,200,,,"SIMPSON, Michael K.",S001148,1950,,0.296,0.283,-170.30523,0.77377,664,67,,0.332,0.259
116,House,20508,21,3,IL,100,,,"LIPINSKI, Daniel",L000563,1966,,-0.229,0.178,-82.78643,0.88328,667,23,,-0.153,0.05
116,House,20749,21,11,IL,100,,,"FOSTER, Bill",F000454,1955,,-0.228,-0.228,-22.63712,0.96712,677,5,,-0.442,0.067
116,House,20954,21,5,IL,100,,,"QUIGLEY, Mike",Q000023,1958,,-0.321,-0.282,-16.72199,0.97564,678,5,,-0.37,-0.119
116,House,21128,21,16,IL,200,,,"KINZINGER, Adam",K000378,1978,,0.274,0.309,-121.00779,0.82846,643,53,,0.296,0.216
116,House,21326,21,10,IL,100,,,"SCHNEIDER, Brad",S001190,1961,,-0.172,-0.202,-27.7399,0.96043,687,6,,-0.313,0.018
116,House,21328,21,13,IL,200,,,"DAVIS, Rodney",D000619,1970,,0.281,0.165,-106.70341,0.85237,668,36,,0.242,0.332
116,House,21329,21,17,IL,100,,,"BUSTOS, Cheri",B001286,1961,,-0.238,0.035,-20.96856,0.97007,690,6,,-0.317,0.214
116,House,21371,21,2,IL,100,,,"KELLY, Robin L.",K000385,1956,,-0.459,-0.002,-21.40531,0.96932,687,10,,-0.414,0.044
116,House,21519,21,12,IL,200,,,"BOST, Mike",B001295,1960,,0.27,0.504,-72.29564,0.88772,607,28,,0.29,0.461
116,House,21562,21,18,IL,200,,,"LaHOOD, Darin",L000585,1968,,0.463,0.158,-78.83187,0.88774,662,29,,0.473,0.311
116,House,21730,21,8,IL,100,,,"KRISHNAMOORTHI, S. Raja",K000391,1973,,-0.313,-0.103,-30.15473,0.95706,687,13,,-0.331,0.164
116,House,21906,21,6,IL,100,,,"CASTEN, Sean",C001117,1971,,-0.406,0.242,-27.16292,0.96134,689,9,,-0.406,0.244
116,House,21921,21,4,IL,100,,,"GARCÍA, Jesús",G000586,1956,,-0.498,-0.632,-17.65976,0.97455,685,5,,-0.498,-0.632
116,House,21979,21,14,IL,100,,,"UNDERWOOD, Lauren",U000040,1986,,-0.568,0.636,-41.26156,0.94146,684,12,,-0.568,0.638
116,House,29346,21,1,IL,100,,,"RUSH, Bobby L.",R000515,1946,,-0.478,-0.203,-22.36503,0.96648,656,6,,-0.455,-0.181
116,House,29717,21,7,IL,100,,,"DAVIS, Danny K.",D000096,1941,,-0.486,-0.264,-10.11401,0.98506,672,1,,-0.521,-0.432
116,House,29718,21,15,IL,200,,,"SHIMKUS, John M.",S000364,1958,,0.375,0.152,-84.5731,0.87835,652,39,,0.4,0.29
116,House,29911,21,9,IL,100,,,"SCHAKOWSKY, Janice D.",S001145,1944,,-0.606,-0.27,-13.21519,0.98089,685,4,,-0.486,-0.517
116,House,15124,22,1,IN,100,,,"VISCLOSKY, Peter",V000108,1949,,-0.402,0.244,-18.16325,0.9738,684,3,,-0.423,0.133
116,House,20757,22,7,IN,100,,,"CARSON, André",C001072,1974,,-0.431,0.06,-38.13535,0.94585,685,12,,-0.551,0.292
116,House,21132,22,8,IN,200,,,"BUCSHON, Larry",B001275,1962,,0.402,0.255,-83.10811,0.88367,672,36,,0.439,0.32
116,House,21330,22,2,IN,200,,,"WALORSKI, Jackie",W000813,1963,,0.429,0.315,-74.3191,0.89486,669,32,,0.394,0.353
116,House,21331,22,5,IN,200,,,"BROOKS, Susan",B001284,1960,,0.356,0.216,-121.04375,0.83606,676,57,,0.33,0.169
116,House,21702,22,3,IN,200,,,"BANKS, James E.",B001299,1979,,0.633,0.013,-97.85112,0.86778,690,47,,0.628,0.059
116,House,21725,22,9,IN,200,,,"HOLLINGSWORTH, Joseph Albert III",H001074,1983,,0.407,-0.229,-177.51763,0.76905,676,84,,0.385,-0.268
116,House,21903,22,4,IN,200,,,"BAIRD, James",B001307,1945,,0.415,0.622,-72.51242,0.89983,687,34,,0.415,0.622
116,House,21952,22,6,IN,200,,,"PENCE, Gregory",P000615,1956,,0.436,0.628,-73.19801,0.89809,681,31,,0.436,0.628
116,House,20325,31,4,IA,200,,,"KING, Steve",K000362,1949,,0.612,0.181,-178.84034,0.76664,673,83,,0.575,-0.171
116,House,20720,31,2,IA,100,,,"LOEBSACK, Dave",L000565,1952,,-0.276,-0.031,-22.98515,0.96657,676,6,,-0.293,0.165
116,House,21902,31,3,IA,100,,,"AXNE, Cynthia",A000378,1965,,-0.225,0.552,-66.98449,0.90579,677,26,,-0.225,0.541
116,House,21918,31,1,IA,100,,,"FINKENAUER, Abby",F000467,1988,,-0.229,0.449,-61.64378,0.91442,689,32,,-0.228,0.434
116,House,21734,32,1,KS,200,,,"MARSHALL, Roger Wayne",M001198,1960,,0.528,0.17,-105.91972,0.85152,659,50,,0.541,0.142
116,House,21750,32,4,KS,200,,,"ESTES, Ron",E000298,1956,,0.6,0.095,-89.72146,0.87622,679,41,,0.616,0.092
116,House,21914,32,3,KS,100,,,"DAVIDS, Sharice",D000629,1980,,-0.251,0.238,-51.86308,0.92719,686,20,,-0.251,0.229
116,House,21982,32,2,KS,200,,,"WATKINS, Steve",W000824,1976,,0.553,0.094,-100.37825,0.86425,688,43,,0.553,0.094
116,House,14854,51,5,KY,200,,,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.336,0.109,-78.95754,0.89113,685,25,,0.328,0.62
116,House,20723,51,3,KY,100,,,"YARMUTH, John",Y000062,1947,,-0.378,-0.271,-18.51014,0.97322,682,6,,-0.415,-0.176
116,House,20916,51,2,KY,200,,,"GUTHRIE, Brett",G000558,1964,,0.417,0.273,-60.17577,0.91648,690,24,,0.423,0.514
116,House,21333,51,6,KY,200,,,"BARR, Garland H. (Andy) IV",B001282,1973,,0.492,0.287,-96.22245,0.86859,683,43,,0.502,0.223
116,House,21565,51,1,KY,200,,,"COMER, James",C001108,1972,,0.637,-0.019,-109.57533,0.85178,683,50,,0.65,-0.003
116,House,31102,51,4,KY,200,,,"MASSIE, Thomas",M001184,1971,,0.682,-0.731,-210.33247,0.73023,669,90,,0.919,-0.395
116,House,20759,45,1,LA,200,,,"SCALISE, Steve",S001176,1965,,0.563,0.156,-68.41197,0.90442,681,29,,0.584,0.462
116,House,21137,45,2,LA,100,,,"RICHMOND, Cedric",R000588,1973,,-0.485,0.33,-34.20958,0.94842,646,13,,-0.68,0.381
116,House,21522,45,5,LA,200,,,"ABRAHAM, Ralph",A000374,1954,,0.54,0.252,-62.51516,0.87471,467,29,,0.608,0.129
116,House,21523,45,6,LA,200,,,"GRAVES, Garret",G000577,1972,,0.461,-0.078,-117.56881,0.84101,679,49,,0.414,-0.037
116,House,21724,45,3,LA,200,,,"HIGGINS, Clay",H001077,1961,,0.569,-0.102,-121.21167,0.82216,619,56,,0.581,-0.178
116,House,21727,45,4,LA,200,,,"JOHNSON, Mike",J000299,1972,,0.557,-0.073,-102.2326,0.85363,646,41,,0.55,-0.003
116,House,20920,2,1,ME,100,,,"PINGREE, Chellie",P000597,1955,,-0.42,-0.401,-16.23145,0.97638,679,8,,-0.402,-0.369
116,House,21923,2,2,ME,100,,,"GOLDEN, Jared",G000592,1982,,-0.153,0.442,-144.268,0.81133,690,50,,-0.152,0.434
116,House,14873,52,5,MD,100,,,"HOYER, Steny Hamilton",H000874,1939,,-0.38,0.117,-13.84886,0.97972,676,3,,-0.39,0.132
116,House,15433,52,7,MD,100,,,"MFUME, Kweisi",M000687,1948,,-0.447,-0.439,-0.07904,0.98432,5,0,,-0.573,0.82
116,House,20329,52,2,MD,100,,,"RUPPERSBERGER, C. A. (Dutch)",R000576,1946,,-0.295,0.133,-21.21426,0.96919,678,5,,-0.293,-0.027
116,House,20724,52,3,MD,100,,,"SARBANES, John",S001168,1962,,-0.467,-0.073,-14.91837,0.97852,687,6,,-0.38,-0.077
116,House,21139,52,1,MD,200,,,"HARRIS, Andy",H001052,1957,,0.655,-0.378,-130.36065,0.82532,679,52,,0.761,-0.444
116,House,21707,52,4,MD,100,,,"BROWN, Anthony Gregory",B001304,1961,,-0.343,-0.15,-25.70955,0.96327,687,11,,-0.359,-0.065
